Player,Team,Age,Pos,MIN,BLK% Rank,STL% Rank,FOUL% Rank,fgOR% Rank,fgDR% Rank,ftOR% Rank,ftDR% Rank,FT% Rank,SFLD% Rank,FFLD% Rank,AND1% Rank,Usage Rank,PSA Rank,AST% Rank,AST:Usg Rank,TOV% Rank,OnOff_Opp_Diff Rank,OnOff_Opp_OFFENSE: Pts/Poss Rank,OnOff_Opp_OFFENSE: eFG% Rank,OnOff_Opp_OFFENSE: TOV% Rank,OnOff_Opp_OFFENSE: ORB% Rank,OnOff_Opp_OFFENSE: FT Rate Rank,OnOff_Opp_DEFENSE: Pts/Poss Rank,OnOff_Opp_DEFENSE: eFG% Rank,OnOff_Opp_DEFENSE: TOV% Rank,OnOff_Opp_DEFENSE: ORB% Rank,OnOff_Opp_DEFENSE: FT Rate Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_HALFCOURT: Pts/Play Rank,OnOff_Opp_HALFCOURT: OREB% Rank,OnOff_Opp_HALFCOURT: % of Plays Rank,OnOff_Opp_PUTBACKS: Pts/Miss Rank,OnOff_Opp_PUTBACKS: Plays/Miss Rank,OnOff_Opp_PUTBACKS: Pts/Play Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_TEAM FG%: Rim Rank,OnOff_Opp_TEAM FG%: Short Mid Rank,OnOff_Opp_TEAM FG%: Long Mid Rank,OnOff_Opp_TEAM FG%: All Mid Rank,OnOff_Opp_TEAM FG%: Corner Three Rank,OnOff_Opp_TEAM FG%: Non Corner Rank,OnOff_Opp_TEAM FG%: All Three Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_SHOT FREQUENCY: Rim Rank,OnOff_Opp_SHOT FREQUENCY: Short Mid Rank,OnOff_Opp_SHOT FREQUENCY: Long Mid Rank,OnOff_Opp_SHOT FREQUENCY: All Mid Rank,OnOff_Opp_SHOT FREQUENCY: Corner Three Rank,OnOff_Opp_SHOT FREQUENCY: Non Corner Rank,OnOff_Opp_SHOT FREQUENCY: All Three Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_ALL TRANSITION: Pts+/Poss Rank,OnOff_Opp_ALL TRANSITION: Freq Rank,OnOff_Opp_ALL TRANSITION: Pts/Play Rank,OnOff_Opp_OFF STEALS: Pts+/Poss Rank,OnOff_Opp_OFF STEALS: Freq Rank,OnOff_Opp_OFF STEALS: Pts/Play Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Opp_OFF LIVE REBOUNDS: Freq Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts/Play Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_HALFCOURT: Pts/Play Rank,OnOff_Team_HALFCOURT: OREB% Rank,OnOff_Team_HALFCOURT: % of Plays Rank,OnOff_Team_PUTBACKS: Pts/Miss Rank,OnOff_Team_PUTBACKS: Plays/Miss Rank,OnOff_Team_PUTBACKS: Pts/Play Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_TEAM FG%: Rim Rank,OnOff_Team_TEAM FG%: Short Mid Rank,OnOff_Team_TEAM FG%: Long Mid Rank,OnOff_Team_TEAM FG%: All Mid Rank,OnOff_Team_TEAM FG%: Corner Three Rank,OnOff_Team_TEAM FG%: Non Corner Rank,OnOff_Team_TEAM FG%: All Three Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_SHOT FREQUENCY: Rim Rank,OnOff_Team_SHOT FREQUENCY: Short Mid Rank,OnOff_Team_SHOT FREQUENCY: Long Mid Rank,OnOff_Team_SHOT FREQUENCY: All Mid Rank,OnOff_Team_SHOT FREQUENCY: Corner Three Rank,OnOff_Team_SHOT FREQUENCY: Non Corner Rank,OnOff_Team_SHOT FREQUENCY: All Three Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_ALL TRANSITION: Pts+/Poss Rank,OnOff_Team_ALL TRANSITION: Freq Rank,OnOff_Team_ALL TRANSITION: Pts/Play Rank,OnOff_Team_OFF STEALS: Pts+/Poss Rank,OnOff_Team_OFF STEALS: Freq Rank,OnOff_Team_OFF STEALS: Pts/Play Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Team_OFF LIVE REBOUNDS: Freq Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts/Play Rank,eFG% Rank
Ricky Davis,MIN,27.1,Wing,3010,40,32,81,23,25,38,87,80,47,83,34,78,76,92,92,31,62,56,85,67,8,25,66,80,8,69,69,66,66,84,62,6,9,18,12,80,80,69,90,89,95,32,28,24,80,80,37,61,25,33,75,79,82,66,66,59,20,64,80,32,89,35,16,37,56,56,73,8,75,55,31,87,85,85,90,24,94,81,26,62,49,85,85,47,30,78,64,49,38,40,56,56,63,81,68,46,68,63,70,87,80,79
Carlos Delfino,DET,24.2,Wing,1277,36,58,64,86,91,83,89,39,42,23,20,25,22,46,59,59,46,16,19,5,76,61,88,87,96,23,21,88,88,92,41,51,80,64,85,87,87,96,21,33,22,86,75,89,87,87,65,80,55,74,10,21,11,88,88,57,35,58,40,47,68,71,40,64,16,16,13,85,86,29,36,39,19,19,19,12,34,16,35,52,44,19,19,78,5,59,19,57,63,62,16,16,37,95,21,81,89,65,22,84,14,29
Luol Deng,CHI,21.5,Forward,3060,59,67,96,61,61,86,78,59,63,78,63,75,75,69,57,73,92,92,90,97,26,76,59,41,8,91,97,59,59,80,99,44,61,60,61,41,41,43,18,13,8,26,96,90,41,41,43,40,61,54,70,37,50,59,59,4,57,6,9,40,6,7,26,13,92,92,87,14,90,91,73,89,90,90,73,71,99,98,5,83,41,90,90,64,28,81,67,11,32,21,92,92,94,79,92,54,73,67,98,89,96,75
Boris Diaw,PHX,24.5,Big,2242,22,11,90,5,3,36,6,50,19,67,96,66,75,100,100,31,18,22,57,18,20,16,23,27,14,76,66,23,23,16,82,47,45,63,28,27,27,65,50,3,9,91,44,63,27,27,53,65,57,66,58,18,27,23,23,37,27,48,11,20,15,85,41,89,22,22,34,24,16,19,12,48,57,57,57,80,61,72,48,54,55,57,57,32,19,84,66,58,48,51,22,22,19,26,38,40,8,66,19,61,36,79
Yakhouba Diawara,DEN,24.2,Wing,1138,27,22,20,29,8,48,28,7,34,13,55,3,7,15,33,68,47,23,12,56,68,40,80,85,67,46,30,80,80,78,51,41,84,58,92,85,85,88,62,75,75,65,40,49,85,85,48,32,61,50,29,59,48,80,80,46,49,47,22,52,34,60,72,56,23,23,24,72,74,22,40,25,12,12,17,68,42,52,4,35,10,12,12,11,63,39,44,84,83,86,23,23,18,84,10,73,93,46,9,56,9,10
Dan Dickau,POR,28.1,Combo,387,32,34,4,46,50,0,61,29,41,84,91,71,36,82,71,61,97,77,58,81,48,94,98,97,94,58,9,98,98,94,39,99,86,88,74,97,97,95,52,95,91,94,13,46,97,97,99,64,4,4,12,27,16,98,98,92,98,82,84,30,86,79,99,67,77,77,77,22,42,11,2,80,58,58,99,83,62,78,8,9,3,58,58,15,28,75,58,8,92,73,77,77,59,76,33,44,44,15,82,83,87,18
Travis Diener,ORL,24.7,Point,244,0,0,15,6,13,100,0,0,8,17,94,9,89,8,26,89,27,46,30,51,66,28,18,53,75,2,8,18,18,42,1,7,10,31,7,53,53,59,96,97,99,5,24,2,53,53,6,90,94,97,1,81,22,18,18,88,41,93,22,24,17,97,44,98,46,46,48,36,19,81,57,79,30,30,13,94,4,33,93,69,85,30,30,2,34,47,36,70,99,98,46,46,7,13,29,4,24,20,21,41,41,92
Ike Diogu,GSW,23.1,Big,199,71,21,22,47,65,73,5,75,82,83,85,79,74,35,19,61,10,5,3,6,40,98,59,92,74,2,41,59,59,82,5,11,58,8,94,92,92,95,92,22,60,7,91,60,92,92,30,87,1,2,90,100,100,59,59,15,34,16,5,75,4,59,55,62,5,5,4,9,74,43,55,37,3,3,24,92,2,25,1,8,1,3,3,73,99,49,94,1,7,1,5,5,89,34,91,6,6,19,100,49,98,49
Ike Diogu,IND,23.1,Big,494,41,6,23,77,31,50,55,86,74,78,30,91,46,60,30,29,80,33,35,20,89,48,95,99,56,65,34,95,95,96,79,25,62,21,91,99,99,95,15,98,87,12,100,96,99,99,19,65,35,43,83,82,88,95,95,50,18,52,13,45,19,73,12,79,33,33,42,89,78,98,95,84,35,35,21,25,42,26,69,42,50,35,35,89,25,22,12,36,69,61,33,33,2,40,2,39,91,29,2,41,1,25
DeSagana Diop,DAL,24.8,Big,1400,96,71,13,88,79,91,20,15,82,5,16,2,22,15,46,7,23,15,16,21,70,26,51,73,61,52,26,51,51,63,32,65,63,59,60,73,73,80,54,43,48,61,47,53,73,73,93,52,16,21,30,24,23,51,51,47,49,60,23,51,18,64,74,81,15,15,13,82,59,13,71,3,16,16,13,11,48,22,30,63,48,16,16,30,50,54,52,70,62,65,15,15,77,43,70,70,26,71,78,43,71,21
Juan Dixon,POR,28.1,Combo,1211,54,63,41,25,11,68,80,62,29,7,80,45,52,11,7,32,52,37,43,79,10,77,70,87,91,56,4,70,70,88,77,68,77,57,90,87,87,80,30,80,60,96,61,92,87,87,54,86,66,86,53,5,9,70,70,6,80,7,20,21,16,5,88,9,37,37,64,12,31,40,15,81,43,43,59,69,23,40,66,24,45,43,43,53,55,53,53,36,52,46,37,37,23,48,9,57,26,51,13,47,3,68
Juan Dixon,TOR,28.1,Wing,661,11,77,36,7,30,75,75,100,13,24,65,59,31,41,32,90,22,71,24,10,98,98,4,10,86,0,6,4,4,6,1,0,20,2,89,10,10,88,26,14,11,16,42,26,10,10,1,89,100,99,23,11,10,4,4,22,4,62,28,65,78,28,4,55,71,71,24,96,98,80,96,20,24,24,81,43,25,25,8,30,7,24,24,70,37,39,31,63,54,57,71,71,93,83,90,88,99,52,91,56,94,36
Michael Doleac,MIA,29.4,Big,639,34,66,25,19,44,97,19,99,6,17,6,32,44,42,47,52,20,37,31,59,30,52,14,14,68,34,34,14,14,22,12,89,31,37,25,14,14,3,4,85,41,14,89,62,14,14,55,32,64,52,10,69,40,14,14,34,87,46,9,59,17,71,90,75,37,37,63,7,12,20,14,45,31,31,12,13,92,74,90,47,74,31,31,10,0,100,95,40,24,27,37,37,23,16,15,12,54,4,30,9,33,40
Keyon Dooling,ORL,26.5,Combo,1395,89,50,39,45,2,52,64,55,55,48,61,36,41,20,11,84,56,85,29,87,87,94,19,38,56,15,8,19,19,53,9,41,8,22,10,38,38,16,84,45,64,80,55,69,38,38,6,68,83,88,34,77,66,19,19,10,66,5,11,55,5,26,57,15,85,85,57,83,32,62,69,40,29,29,46,34,41,31,61,58,65,29,29,10,51,79,76,54,66,65,85,85,79,16,90,90,48,82,51,12,77,34
Quincy Douby,SAC,22.5,Combo,286,95,59,68,64,41,93,0,0,25,4,95,11,18,2,5,93,9,27,11,76,87,83,7,86,5,0,51,7,7,90,0,1,1,5,4,86,86,75,89,94,96,92,39,70,86,86,18,89,99,99,4,5,2,7,7,2,4,9,0,6,0,67,33,85,27,27,14,89,95,27,68,11,11,11,39,4,43,8,52,4,6,11,11,89,93,1,16,75,40,54,27,27,94,81,83,79,46,93,95,96,81,38
Chris Duhon,CHI,24.2,Point,1850,47,62,51,30,49,0,66,22,36,15,47,17,66,45,74,43,45,40,31,35,82,71,56,64,77,27,16,56,56,74,18,23,15,21,19,64,64,32,81,78,84,42,71,66,64,64,6,59,68,70,62,87,86,56,56,66,38,66,57,77,51,57,30,58,40,40,28,88,37,89,86,63,31,31,29,45,29,27,42,28,28,31,31,82,36,14,12,86,62,71,40,40,32,7,39,46,19,30,29,3,37,81
Tim Duncan,SAS,30.5,Big,2720,92,62,92,53,95,92,44,33,79,95,55,97,79,97,88,64,99,97,98,52,78,91,98,97,38,83,89,98,98,98,82,78,93,87,85,97,97,98,88,62,85,84,34,51,97,97,39,67,14,27,60,90,87,98,98,23,88,14,42,71,28,13,72,10,97,97,91,68,70,83,58,93,98,98,98,96,39,84,55,74,72,98,98,97,79,43,62,8,2,2,97,97,68,87,64,59,88,71,79,67,66,79
Mike Dunleavy,GSW,26.1,Forward,1001,45,78,67,33,57,33,41,54,35,71,92,67,73,96,90,25,45,54,20,83,18,98,41,84,9,54,36,41,41,58,46,52,8,11,24,84,84,86,57,68,66,93,34,68,84,84,52,58,74,75,9,39,21,41,41,81,59,82,98,50,98,35,48,38,54,54,50,38,22,50,43,64,20,20,84,90,7,35,12,17,7,20,20,44,73,60,71,31,36,32,54,54,54,8,66,46,21,68,71,28,72,55
Mike Dunleavy,IND,26.1,Wing,1518,38,45,65,53,92,0,37,56,71,73,25,51,54,56,57,53,95,75,86,88,2,58,94,77,23,96,97,94,94,83,99,98,70,88,30,77,77,12,95,69,90,97,6,72,77,77,89,33,12,9,85,36,58,94,94,83,96,61,80,84,52,77,95,70,75,75,81,1,51,27,8,78,86,86,97,91,22,64,94,27,62,86,86,45,17,91,80,31,24,23,75,75,84,94,76,99,72,100,18,75,10,47
Monta Ellis,GSW,21.0,Combo,2601,64,86,77,61,29,59,46,26,73,54,52,75,80,36,23,25,70,67,87,60,19,37,64,44,88,28,74,64,64,60,32,87,39,59,26,44,44,81,9,62,25,7,84,52,44,44,23,65,73,80,42,45,44,64,64,83,93,66,78,79,58,68,85,55,67,67,68,34,34,39,18,76,87,87,93,31,48,35,73,65,76,87,87,70,58,64,68,18,22,16,67,67,78,53,78,82,77,78,59,30,62,79
Francisco Elson,SAS,30.7,Big,1289,69,63,30,23,74,64,86,80,36,8,45,29,62,55,60,11,29,25,60,13,28,6,46,52,46,41,48,46,46,59,68,32,18,35,13,52,52,8,36,90,78,50,78,75,52,52,55,9,48,22,76,75,80,46,46,40,29,43,52,78,46,41,23,45,25,25,18,21,69,38,50,34,60,60,37,31,92,77,79,84,90,60,60,8,48,98,96,51,18,23,25,25,96,65,93,78,51,58,94,66,92,57
Melvin Ely,CHA,28.5,Big,186,40,0,17,18,3,0,32,63,75,92,6,70,11,69,64,10,9,4,4,2,46,96,68,84,65,63,1,68,68,60,45,48,62,76,42,84,84,18,84,51,72,99,83,100,84,84,41,18,45,28,82,80,84,68,68,60,31,65,17,91,12,80,78,90,4,4,9,23,64,38,84,12,4,4,4,1,18,2,83,80,90,4,4,22,99,13,73,74,41,54,4,4,1,44,1,6,74,5,2,72,2,3
Maurice Evans,LAL,28.0,Wing,1704,48,12,66,89,20,86,60,49,54,40,46,36,34,17,18,88,63,74,40,61,84,51,46,75,64,7,27,46,46,69,7,68,16,7,60,75,75,34,55,84,81,46,85,78,75,75,46,58,52,59,18,62,42,46,46,72,88,60,75,56,58,60,82,57,74,74,66,81,62,62,83,22,40,40,8,56,68,68,38,89,80,40,40,6,26,68,51,90,83,88,74,74,42,36,37,28,18,48,57,59,42,33
Reggie Evans,DEN,26.5,Big,1106,16,86,64,97,99,79,95,8,95,91,20,36,52,52,53,9,72,48,20,16,100,18,85,80,52,87,63,85,85,91,80,51,73,78,55,80,80,22,92,74,89,93,24,65,80,80,76,1,77,11,41,81,73,85,85,26,14,26,17,89,14,52,2,56,48,48,31,98,73,22,87,5,20,20,11,36,49,40,71,45,57,20,20,26,65,27,33,85,79,82,48,48,37,61,20,87,87,67,15,26,11,75
Daniel Ewing,LAC,23.6,Point,628,85,89,23,49,79,0,94,51,51,34,13,21,21,17,42,4,92,56,74,46,9,72,95,96,74,11,63,95,95,93,15,67,50,17,84,96,96,85,58,68,70,95,91,98,96,96,45,48,25,28,53,85,81,95,95,95,92,94,99,48,99,40,98,31,56,56,71,9,8,35,6,94,74,74,67,96,33,76,36,59,53,74,74,19,22,58,38,57,90,84,56,56,58,7,79,67,8,75,47,6,60,13
Jordan Farmar,LAL,19.9,Point,1056,79,75,64,74,87,0,53,9,21,6,92,19,60,11,40,8,67,36,35,24,84,24,86,89,86,16,45,86,86,98,19,62,38,48,32,89,89,63,63,88,85,80,69,79,89,89,65,27,61,46,29,43,37,86,86,33,59,23,54,36,72,24,73,11,36,36,34,78,50,47,70,26,35,35,18,83,41,66,35,39,34,35,35,46,26,23,13,88,88,90,36,36,52,50,52,29,17,54,62,65,55,87
Raymond Felton,CHA,22.3,Combo,2798,34,73,84,48,38,80,100,40,45,68,23,88,27,93,88,34,86,83,77,42,82,29,71,55,81,10,81,71,71,65,10,32,45,23,67,55,55,47,51,82,77,54,41,43,55,55,31,39,84,76,39,39,38,71,71,95,44,92,73,19,84,95,66,87,83,83,68,85,84,63,77,35,77,77,32,79,57,69,68,59,69,77,77,76,25,7,5,89,85,89,83,83,71,63,81,71,83,57,65,25,69,30
Michael Finley,SAS,33.7,Forward,1730,35,14,98,8,31,29,29,96,4,25,59,49,57,57,53,98,12,56,20,85,56,70,4,13,3,40,46,4,4,2,56,60,65,39,83,13,13,31,53,18,29,21,30,21,13,13,44,62,77,82,43,13,20,4,4,13,62,18,24,70,15,25,60,38,56,56,49,60,8,50,49,58,20,20,22,40,71,56,32,48,36,20,20,9,16,83,63,78,73,76,56,56,60,2,68,36,1,68,73,11,74,49
Derek Fisher,UTA,32.2,Combo,2280,27,54,32,29,5,77,32,83,64,80,38,34,48,34,45,77,54,32,40,73,8,85,79,20,89,48,94,79,79,61,51,69,61,70,42,20,20,55,45,23,27,29,26,20,20,20,60,92,15,48,88,14,40,79,79,85,48,78,87,68,78,72,62,70,32,32,51,11,56,44,35,61,40,40,25,14,60,34,33,90,82,40,40,71,43,67,61,44,16,21,32,32,48,72,45,30,32,13,61,64,71,13
T.J. Ford,TOR,23.6,Point,2229,58,83,47,85,74,68,21,56,79,85,25,100,38,98,68,34,46,19,22,28,69,43,85,84,17,33,94,85,85,84,69,48,57,28,83,84,84,96,14,74,44,44,28,27,84,84,79,22,8,4,86,76,85,85,85,74,75,72,48,75,75,78,74,70,19,19,17,71,98,70,64,73,22,22,63,66,17,23,74,36,60,22,22,36,96,86,98,13,1,2,19,19,14,99,4,6,80,10,38,98,10,28
Danny Fortson,OKC,30.6,Big,153,0,1,3,69,90,0,22,0,92,10,99,34,82,1,1,1,83,70,89,13,48,34,80,43,87,27,96,80,80,62,7,97,97,100,17,43,43,16,99,0,24,2,94,76,43,43,90,29,18,14,100,4,45,80,80,74,6,63,0,3,1,100,0,98,70,70,55,26,5,99,62,100,89,89,9,68,80,81,86,98,99,89,89,95,2,64,17,4,64,35,70,70,15,10,18,2,1,1,81,60,79,49
Jeff Foster,IND,29.8,Big,1731,29,89,65,99,87,88,92,33,66,59,69,6,34,38,71,29,69,80,57,39,99,7,43,20,73,95,73,43,43,17,98,88,98,98,77,20,20,67,17,38,22,17,22,12,20,20,52,22,65,45,71,38,51,43,43,26,42,35,44,22,60,23,34,23,80,80,45,99,54,79,97,17,57,57,44,26,51,32,91,68,89,57,57,61,51,65,65,62,17,26,80,80,57,27,61,51,25,44,66,5,63,32
Randy Foye,MIN,23.1,Combo,1832,93,23,36,71,66,96,91,79,54,70,21,82,57,55,41,20,37,53,26,34,83,78,30,38,61,58,19,30,30,12,58,21,57,56,56,38,38,26,14,41,20,88,70,84,38,38,70,24,91,79,11,11,7,30,30,80,25,90,53,64,62,90,17,94,53,53,37,84,25,74,63,78,26,26,18,70,9,18,23,90,71,26,26,60,74,15,24,83,63,70,53,53,32,13,33,29,43,20,34,8,33,63
Adonal Foyle,GSW,31.6,Big,402,99,8,53,80,23,0,77,0,19,27,10,7,56,49,81,25,25,63,62,40,78,23,8,13,10,29,79,8,8,10,8,75,61,73,31,13,13,45,82,26,55,68,2,7,13,13,23,28,86,71,65,48,55,8,8,18,65,30,93,26,97,5,43,8,63,63,35,87,64,73,88,30,62,62,7,93,93,97,18,98,86,62,62,26,72,70,81,28,50,40,63,63,91,67,81,21,68,29,98,91,90,75
Steve Francis,NYK,29.7,Combo,1231,82,39,29,80,89,0,27,60,100,61,48,57,91,59,61,13,71,69,67,64,20,67,66,48,59,87,40,66,66,52,85,85,87,96,25,48,48,92,69,41,51,4,31,6,48,48,74,75,20,35,19,53,38,66,66,27,61,27,5,53,3,67,65,70,69,69,77,8,69,23,17,54,67,67,28,36,35,27,59,99,98,67,67,57,43,55,49,75,30,46,69,69,51,73,45,48,34,54,64,79,51,57
Matt Freije,ATL,25.1,Forward,125,25,31,43,37,20,96,27,0,2,0,0,63,0,49,41,100,36,6,10,43,2,34,96,81,86,99,35,96,96,64,99,35,80,92,34,81,81,6,99,80,97,67,32,69,81,81,100,99,0,34,0,56,2,96,96,100,1,99,84,5,63,99,26,100,6,6,6,10,10,76,14,99,10,10,35,1,58,7,31,53,43,10,10,0,44,59,52,99,95,99,6,6,1,19,3,0,17,0,6,36,20,0
Channing Frye,NYK,23.5,Big,1885,31,34,66,8,45,31,42,83,4,48,43,73,18,56,40,77,34,21,25,68,12,13,67,48,43,66,81,67,67,70,73,49,74,66,76,48,48,32,48,9,14,63,72,76,48,48,86,29,10,8,68,58,64,67,67,10,23,15,32,12,42,4,58,6,21,21,48,8,5,8,3,52,25,25,43,54,84,77,64,81,81,25,25,0,89,99,99,23,39,31,21,21,14,10,15,42,18,38,11,10,11,19
Dan Gadzuric,MIL,28.7,Big,806,62,64,18,86,67,56,62,6,57,45,29,52,21,45,40,48,50,54,24,86,78,26,49,55,61,58,29,49,49,51,52,91,75,88,37,55,55,43,62,68,72,51,29,29,55,55,78,66,14,27,34,54,45,49,49,36,64,42,25,16,16,46,65,58,54,54,37,54,92,52,88,15,24,24,4,32,97,89,6,88,46,24,24,66,53,56,56,41,26,29,54,54,90,85,89,89,45,88,83,86,79,34
Jorge Garbajosa,TOR,28.9,Forward,1900,20,90,94,10,84,90,88,30,6,76,29,16,29,59,75,75,71,41,68,75,23,10,88,60,75,75,96,88,88,84,71,82,57,68,41,60,60,53,16,89,64,48,65,66,60,60,19,60,72,74,64,50,57,88,88,79,64,83,68,73,70,77,42,76,41,41,57,18,41,44,44,55,68,68,94,59,59,59,38,52,45,68,68,33,78,70,86,26,28,26,41,41,39,54,46,7,6,8,73,73,76,35
Francisco Garcia,SAC,24.8,Wing,1313,98,53,7,66,72,70,68,69,21,80,72,24,59,43,51,27,57,46,38,15,77,79,68,92,47,25,18,68,68,92,28,10,39,30,52,92,92,93,50,86,82,67,69,76,92,92,38,96,48,89,14,22,16,68,68,11,13,15,9,48,10,27,8,35,46,46,44,62,81,36,75,12,38,38,43,39,39,33,15,50,33,38,38,79,71,11,20,66,56,60,46,46,84,57,79,68,14,81,85,63,79,55
Kevin Garnett,MIN,30.5,Big,2988,66,80,99,25,100,73,84,93,41,93,29,96,59,98,91,88,99,98,98,94,35,81,96,88,72,79,75,96,96,96,46,95,71,70,65,88,88,79,65,73,76,91,24,58,88,88,80,15,29,13,87,44,65,96,96,94,99,56,80,89,26,92,97,68,98,98,98,16,29,45,23,84,98,98,93,89,97,98,75,14,26,98,98,66,37,61,51,41,31,33,98,98,84,56,86,87,80,93,60,52,62,41
Pat Garrity,ORL,30.2,Big,230,0,69,44,3,6,75,1,0,15,47,0,38,6,71,82,52,28,38,22,87,17,70,24,42,82,33,2,24,24,26,27,81,12,3,59,42,42,7,91,92,95,3,97,17,42,42,15,12,88,65,1,99,78,24,24,35,95,9,98,100,27,4,29,9,38,38,90,12,0,2,3,9,22,22,4,99,5,68,100,25,85,22,22,1,71,67,79,33,98,93,38,38,3,1,7,10,13,12,7,0,6,4
Pau Gasol,MEM,26.3,Big,2120,81,14,97,39,81,61,92,67,69,94,49,95,84,95,90,69,48,84,96,52,58,31,14,35,3,33,92,14,14,30,71,9,41,52,34,35,35,72,72,57,65,40,5,8,35,35,14,9,87,57,70,83,83,14,14,5,10,13,8,33,20,12,7,20,84,84,82,37,54,57,28,87,96,96,96,97,48,90,29,57,49,96,96,49,74,20,30,45,80,72,84,84,82,70,75,23,84,35,92,82,86,73
Rudy Gay,MEM,20.2,Forward,2079,90,73,59,63,55,43,10,33,57,39,61,69,24,33,24,31,83,73,58,29,92,56,79,78,58,65,70,79,79,72,69,22,89,71,92,78,78,87,38,64,52,43,72,68,78,78,35,54,66,69,12,72,44,79,79,25,22,44,54,9,80,19,23,27,73,73,30,92,92,95,87,90,58,58,49,68,62,70,4,74,47,58,58,59,46,56,52,40,40,40,73,73,81,82,74,62,65,72,81,68,66,20
Mickael Gelabale,OKC,23.4,Wing,1151,87,7,39,87,60,0,33,52,66,37,80,4,40,13,31,30,57,48,26,28,90,89,65,73,29,68,52,65,65,47,45,33,72,64,69,73,73,90,14,96,79,70,7,18,73,73,59,49,58,58,29,37,33,65,65,78,17,84,94,27,97,41,13,46,48,48,21,94,66,86,79,66,26,26,83,24,43,25,19,18,13,26,26,52,38,76,65,44,28,32,48,48,60,27,68,74,32,87,48,19,55,42
Devean George,DAL,29.2,Forward,1214,78,82,27,57,59,69,51,37,20,24,94,14,16,2,6,65,21,12,10,39,44,62,52,66,67,41,15,52,52,34,39,48,50,57,43,66,66,56,77,10,32,72,91,93,66,66,60,56,55,61,24,38,28,52,52,96,41,94,71,59,71,94,76,91,12,12,22,57,39,20,41,21,10,10,54,24,11,10,10,29,12,10,10,9,58,56,59,86,72,78,12,12,3,30,9,10,13,6,9,22,18,24
Daniel Gibson,CLE,20.7,Combo,946,66,9,23,75,32,64,29,17,30,13,98,2,89,9,30,45,50,51,62,75,38,18,52,43,18,92,58,52,52,16,87,80,84,87,67,43,43,57,17,17,9,18,83,67,43,43,86,8,44,18,59,41,46,52,52,96,68,93,75,85,39,95,54,95,51,51,66,63,12,19,38,22,62,62,42,19,76,49,52,68,66,62,62,19,49,24,21,96,85,92,51,51,48,15,48,33,29,32,70,24,63,95
Manu Ginobili,SAS,29.3,Wing,2041,75,96,71,59,85,35,85,83,88,94,63,91,99,94,84,43,95,88,61,66,76,99,83,61,95,64,35,83,83,82,61,70,40,68,13,61,61,56,32,50,38,91,67,87,61,61,59,57,70,71,34,14,20,83,83,79,64,74,68,58,78,77,51,66,88,88,77,77,94,93,93,53,61,61,62,50,34,36,39,33,31,61,61,90,24,11,7,62,70,69,88,88,69,86,58,59,58,35,59,77,59,85
Gordan Giricek,UTA,29.4,Wing,1164,15,25,21,33,65,44,17,64,8,62,19,46,75,33,30,32,83,61,49,17,90,80,87,81,74,82,39,87,87,83,89,90,76,86,46,81,81,47,69,58,65,69,49,61,81,81,89,6,14,2,41,88,81,87,87,50,90,47,86,69,93,20,88,13,61,61,70,91,14,16,58,8,49,49,14,75,83,88,94,71,87,49,49,5,67,81,87,59,59,60,61,61,25,9,26,37,9,21,27,8,34,82
Ryan Gomes,BOS,24.2,Forward,2265,14,25,73,86,67,39,47,72,75,20,24,47,45,53,51,61,10,44,52,65,28,42,3,5,5,72,82,3,3,5,80,53,74,74,72,5,5,11,59,22,34,4,17,4,5,5,58,78,39,59,40,30,31,3,3,2,20,2,4,26,4,10,43,7,44,44,78,17,14,44,52,43,52,52,56,15,64,32,96,75,95,52,52,21,32,99,96,23,10,10,44,44,6,9,16,30,41,55,10,26,15,31
Drew Gooden,CLE,25.1,Big,2226,13,81,79,90,76,85,88,59,28,51,54,75,31,60,44,80,15,35,47,45,53,15,11,9,6,21,90,11,11,8,36,43,19,15,38,9,9,23,41,29,33,19,36,23,9,9,6,20,70,48,86,94,95,11,11,55,36,54,76,72,76,45,25,45,35,35,44,57,57,74,74,56,47,47,47,91,80,93,78,79,86,47,47,6,96,99,100,1,4,0,35,35,14,55,18,33,63,23,15,59,17,35
